"ID","ROUTE","COUNTY","PM","LON","LAT"
7915,405,"ORA",17.6,-119.36757,36.71844
7920,22,"ORA",3,-119.36747,36.72727
7921,22,"ORA",3,-119.36747,36.72727
7923,22,"ORA",5,-119.35706,36.72558
7924,22,"ORA",7,-119.34602,36.72574
7925,22,"ORA",2,-119.37283,36.72791
7926,57,"ORA",17.7,-119.32958,36.76057
7927,73,"ORA",18.6,-119.29778,36.67662
7928,73,"ORA",11.5,-119.26486,36.66326
7929,91,"ORA",11.7,-119.30016,36.75342
7931,241,"ORA",32.4,-119.28712,36.73082
7932,241,"ORA",31,-119.28221,36.72634
7933,241,"ORA",27.3,-119.27787,36.71167
7934,241,"ORA",31.1,-119.28249,36.72672
7935,241,"ORA",33.1,-119.28518,36.73335
7937,405,"ORA",15.2,-119.35759,36.71162
7938,405,"ORA",17.7,-119.36792,36.71877
7939,405,"ORA",16.5,-119.36306,36.71528
7943,241,"ORA",15.9,-119.24266,36.67921
7944,241,"ORA",31.7,-119.28506,36.72837
7945,241,"ORA",39.1,NA,NA
7946,241,"ORA",39.2,NA,NA
7947,241,"ORA",28.7,-119.27717,36.71784
7948,241,"ORA",38.5,-119.27761,36.75503
7949,241,"ORA",37,-119.27794,36.7484
7950,241,"ORA",38,-119.27771,36.75283
7951,405,"ORA",0.9,-119.28576,36.69067
7952,405,"ORA",2.2,-119.29261,36.69192
7954,405,"ORA",13.7,-119.35166,36.70691
7955,133,"ORA",6.5,-119.28929,36.68381
7956,1,"ORA",12,-119.3096,36.664
7957,5,"ORA",39,-119.34612,36.74618
7963,22,"ORA",9,-119.33592,36.72879
7966,22,"ORA",1,-119.37811,36.72785
7967,22,"ORA",7,-119.34602,36.72574
7968,22,"ORA",0.2,-119.39654,36.72765
7969,55,"ORA",5.7,-119.32679,36.70102
7970,57,"ORA",21,-119.32975,36.77491
7971,73,"ORA",17.5,-119.29255,36.675
7974,133,"ORA",9.5,-119.28803,36.69613
7975,241,"ORA",19.4,-119.24334,36.69246
7976,241,"ORA",26.8,-119.27744,36.70954
7977,241,"ORA",24.3,-119.26603,36.70342
7978,241,"ORA",24.1,-119.26515,36.70285
7979,405,"ORA",8,-119.32205,36.70111
7980,405,"ORA",7,-119.31714,36.69909
7981,405,"ORA",7,-119.31714,36.69909
7984,405,"ORA",22.6,-119.39039,36.72767
7985,405,"ORA",15.2,-119.35759,36.71162
7987,605,"ORA",1.5,-119.39271,36.73679
7990,605,"ORA",0,-119.39581,36.73046
7992,22,"ORA",0,-119.39741,36.72762
7993,73,"ORA",12.2,-119.26827,36.66457
7994,73,"ORA",15.2,-119.28174,36.67125
7995,73,"ORA",11.1,-119.26345,36.66233
7996,133,"ORA",12,-119.28233,36.70586
7997,133,"ORA",9.2,-119.28844,36.69495
7998,241,"ORA",24.6,-119.26734,36.70427
7999,241,"ORA",19.3,-119.24279,36.69236
8001,241,"ORA",27,-119.27784,36.71036
8004,22,"ORA",1.4,-119.37601,36.72786
8007,73,"ORA",19.2,-119.30051,36.67778
8008,73,"ORA",15.6,-119.28389,36.67148
8011,133,"ORA",13.2,-119.27882,36.71024
8012,241,"ORA",21.3,-119.25293,36.69594
8013,241,"ORA",14.7,-119.24251,36.67394
8015,241,"ORA",33.5,-119.28343,36.73443
8016,405,"ORA",6.9,-119.31665,36.69888
8021,22,"ORA",0.6,-119.39442,36.72762
8024,73,"ORA",27.1,-119.33171,36.69944
8025,91,"ORA",11,-119.30397,36.75312
8027,241,"ORA",39.1,NA,NA
8028,405,"ORA",13.7,-119.35166,36.70691
8029,405,"ORA",15.2,-119.35759,36.71162
8033,241,"ORA",39,-119.27842,36.75703
8035,405,"ORA",10,-119.33267,36.70197
8036,405,"ORA",10.7,-119.33657,36.70203
8037,405,"ORA",24.1,-119.3961,36.73082
8044,241,"ORA",14.7,-119.24251,36.67394
8045,261,"ORA",3.5,-119.29211,36.72151
8047,405,"ORA",13.7,-119.35166,36.70691
8048,405,"ORA",14.3,-119.35403,36.70879
8050,73,"ORA",13.5,-119.27298,36.66855
8051,73,"ORA",21.4,-119.30987,36.68235
8052,73,"ORA",23.2,-119.3194,36.68602
8057,241,"ORA",21.5,-119.25395,36.69631
8058,241,"ORA",26.8,-119.27744,36.70954
8059,241,"ORA",14.6,-119.24237,36.67351
8061,405,"ORA",0.9,-119.28576,36.69067
8072,241,"ORA",28.8,-119.27717,36.71828
8073,241,"ORA",32.1,-119.28668,36.72955
8074,241,"ORA",33,-119.28562,36.73307
8075,405,"ORA",11.4,-119.34058,36.70232
8076,405,"ORA",14.8,-119.35604,36.71032
8080,73,"ORA",18.3,-119.29635,36.67613
8081,73,"ORA",19.4,-119.30139,36.67821
8082,74,"ORA",13.2,-119.20849,36.6741
8083,91,"ORA",2.4,-119.34795,36.75253
8084,241,"ORA",32,-119.28636,36.72919
8085,241,"ORA",14.7,-119.24251,36.67394
8086,405,"ORA",9.5,-119.33002,36.70198
8093,57,"ORA",21.2,-119.3297,36.77578
8094,73,"ORA",16.8,-119.29003,36.67298
8097,91,"ORA",3.7,-119.34085,36.75256
8098,133,"ORA",9.1,-119.28869,36.69455
8100,133,"ORA",13.2,-119.27882,36.71024
8101,241,"ORA",31.6,-119.28461,36.72812
8103,241,"ORA",38.9,-119.27803,36.75672
8104,241,"ORA",34.8,-119.27964,36.73902
8105,241,"ORA",26.8,-119.27744,36.70954
8106,241,"ORA",31.7,-119.28506,36.72837
8107,241,"ORA",28.5,-119.27727,36.71696
8108,241,"ORA",29,-119.27736,36.71915
8120,91,"ORA",5.8,-119.32942,36.75207
8121,133,"ORA",8,-119.29072,36.68998
8122,241,"ORA",28,-119.27752,36.71476
8127,74,"ORA",3.4,-119.241,36.65297
8128,241,"ORA",37.4,-119.27776,36.75017
8129,241,"ORA",32.6,-119.28697,36.73169
8130,241,"ORA",32.2,-119.28691,36.72995
8131,241,"ORA",28,-119.27752,36.71476
8144,73,"ORA",18.6,-119.29778,36.67662
8145,73,"ORA",16.2,-119.28708,36.67191
8149,133,"ORA",12.4,-119.28084,36.70716
8150,241,"ORA",35.8,-119.27755,36.74311
8151,241,"ORA",22.6,-119.25958,36.69833
8152,241,"ORA",29,-119.27736,36.71915
8153,241,"ORA",31,-119.28221,36.72634
8154,241,"ORA",32.5,-119.28709,36.73126
8159,22,"ORA",9.2,-119.33529,36.72911
8162,73,"ORA",11.2,-119.26371,36.66262
8163,73,"ORA",16.1,-119.28657,36.67175
8164,73,"ORA",16.8,-119.29003,36.67298
8165,73,"ORA",24,-119.32212,36.68901
8166,133,"ORA",7.9,-119.29074,36.68954
8167,241,"ORA",14.5,NA,NA
8168,241,"ORA",37.1,-119.27795,36.74885
8169,261,"ORA",5.5,-119.28988,36.72994
8177,55,"ORA",5.8,-119.32645,36.70136
8178,57,"ORA",16,-119.32797,36.75322
8179,57,"ORA",15,-119.32794,36.74877
8180,57,"ORA",14.7,-119.32792,36.74745
8181,73,"ORA",11.5,-119.26486,36.66326
8182,73,"ORA",23.7,-119.32151,36.68769
8185,73,"ORA",13.4,-119.27244,36.66839
8186,241,"ORA",14.7,-119.24251,36.67394
8193,22,"ORA",3.9,-119.36263,36.72699
8195,57,"ORA",18,-119.32962,36.76188
8196,57,"ORA",18.3,-119.32967,36.76319
8197,73,"ORA",19.5,-119.30183,36.67843
8198,73,"ORA",11.5,-119.26486,36.66326
8200,91,"ORA",14.4,-119.28686,36.75833
8201,133,"ORA",8.3,-119.29059,36.69128
8202,241,"ORA",14.8,-119.24265,36.67438
8203,241,"ORA",16.3,-119.24179,36.68086
8205,405,"ORA",7.8,-119.32106,36.70071
8213,57,"ORA",12.4,-119.32895,36.73752
8215,73,"ORA",17.1,-119.291,36.67393
8216,73,"ORA",18.5,-119.2973,36.67646
8219,133,"ORA",8.5,-119.29027,36.69213
8222,73,"ORA",23.5,-119.32072,36.68697
8223,73,"ORA",19.9,-119.30361,36.67927
8224,73,"ORA",19.6,-119.30227,36.67865
8225,73,"ORA",16.5,-119.28862,36.67235
8226,91,"ORA",16.7,-119.27456,36.75798
8227,133,"ORA",6.7,-119.28991,36.68454
8242,1,"ORA",1.2,-119.26621,36.63531
8243,5,"ORA",4.1,-119.24813,36.62959
8244,5,"ORA",8.2,-119.25965,36.64123
8248,73,"ORA",18.7,-119.29825,36.67679
8249,74,"ORA",10.1,-119.22099,36.66745
8250,74,"ORA",6.8,-119.22472,36.6536
8251,74,"ORA",12.1,-119.21339,36.67309
8256,241,"ORA",16.8,-119.24022,36.68272
8258,405,"ORA",6.9,-119.31665,36.69888
8259,1,"ORA",2.9,-119.27412,36.63688
8262,5,"ORA",5.8,-119.2559,36.63355
8263,22,"ORA",0.7,-119.37968,36.72801
8267,73,"ORA",14.8,-119.27982,36.67044
8268,73,"ORA",21.2,-119.30889,36.68207
8270,74,"ORA",4.5,-119.23564,36.65092
8274,133,"ORA",13.1,-119.27899,36.70982
8275,405,"ORA",9.5,-119.33002,36.70198
8276,241,"ORA",31,-119.28221,36.72634
8277,261,"ORA",4,-119.29157,36.72364
8280,55,"ORA",3.7,-119.33393,36.69431
8281,73,"ORA",23.9,-119.32202,36.68854
8282,73,"ORA",23.9,-119.32202,36.68854
8286,241,"ORA",37,-119.27794,36.7484
8287,241,"ORA",18.9,-119.24117,36.69117
8288,261,"ORA",5.1,-119.29032,36.72825
8289,261,"ORA",4.8,-119.29032,36.72694
8292,5,"ORA",35.2,-119.33224,36.73355
8299,74,"ORA",8.3,-119.22267,36.65972
8302,241,"ORA",37,-119.27794,36.7484
8303,241,"ORA",28.2,-119.27742,36.71564
8304,261,"ORA",5.8,-119.28871,36.73084
8305,55,"ORA",3.7,-119.33393,36.69431
8307,241,"ORA",31,-119.28221,36.72634
8308,405,"ORA",5,-119.30696,36.69586
8310,1,"ORA",13.4,-119.31507,36.66826
8315,241,"ORA",31,-119.28221,36.72634
8317,241,"ORA",33,-119.28562,36.73307
8319,5,"ORA",1,-119.238,36.61886
8320,55,"ORA",5.3,-119.32813,36.69967
8323,405,"ORA",0.2,NA,NA
8324,133,"ORA",3.4,-119.29007,36.67062
8325,5,"ORA",7.5,-119.26171,36.63857
8326,5,"ORA",4.2,-119.24859,36.62983
8328,55,"ORA",3.7,-119.33393,36.69431
8332,133,"ORA",8.2,-119.29067,36.69084
8334,241,"ORA",33,-119.28562,36.73307
8335,241,"ORA",38.5,-119.27761,36.75503
8336,241,"ORA",36.2,-119.27739,36.74488
8337,241,"ORA",33,-119.28562,36.73307
8338,241,"ORA",31.6,-119.28461,36.72812
8339,405,"ORA",16.5,-119.36306,36.71528
8341,55,"ORA",4.4,-119.33143,36.69675
8342,55,"ORA",3.7,-119.33393,36.69431
8343,55,"ORA",4.1,-119.33253,36.69573
8347,241,"ORA",27.2,-119.27792,36.71123
8348,241,"ORA",27.8,-119.27762,36.71388
8349,241,"ORA",28.3,-119.27737,36.71608
8350,241,"ORA",32.2,-119.28691,36.72995
8351,261,"ORA",2.7,-119.29322,36.71816
8352,241,"ORA",31.7,-119.28506,36.72837
8353,241,"ORA",26.8,-119.27744,36.70954
8354,241,"ORA",26,-119.27393,36.70748
8355,241,"ORA",37,-119.27794,36.7484
8356,241,"ORA",31,-119.28221,36.72634
8357,261,"ORA",3.4,-119.29219,36.72107
8358,261,"ORA",2.8,-119.29293,36.71853
8359,261,"ORA",1.2,-119.29848,36.71313
8360,405,"ORA",23.2,-119.39365,36.72764
8361,405,"ORA",15.9,-119.36049,36.71367
8362,405,"ORA",17.7,-119.36792,36.71877
8365,5,"ORA",5.7,-119.25545,36.63332
8369,55,"ORA",4.4,-119.33143,36.69675
8375,241,"ORA",38.9,-119.27803,36.75672
8376,241,"ORA",30,-119.28121,36.72215
8377,241,"ORA",30.2,-119.28183,36.72287
8378,261,"ORA",4.8,-119.29032,36.72694
8379,261,"ORA",4.8,-119.29032,36.72694
8381,405,"ORA",14.8,-119.35604,36.71032
8384,74,"ORA",2,-119.24807,36.65113
8385,241,"ORA",27.5,-119.27777,36.71255
8386,241,"ORA",30.7,-119.28194,36.72505
8387,241,"ORA",27.4,-119.27782,36.71211
8388,241,"ORA",32.3,-119.28706,36.73038
8389,241,"ORA",32.5,-119.28709,36.73126
8390,241,"ORA",32.5,-119.28709,36.73126
8391,241,"ORA",27.4,-119.27782,36.71211
8392,241,"ORA",33.7,-119.28256,36.73497
8393,241,"ORA",37.4,-119.27776,36.75017
8394,241,"ORA",33.1,-119.28518,36.73335
8395,261,"ORA",5.5,-119.28988,36.72994
8396,261,"ORA",4,-119.29157,36.72364
8397,261,"ORA",3.5,-119.29211,36.72151
8398,261,"ORA",3.6,-119.29204,36.72194
8399,261,"ORA",3.7,-119.29197,36.72237
8400,261,"ORA",3.9,-119.29176,36.72323
8401,261,"ORA",4.3,-119.29084,36.72482
8402,261,"ORA",3.4,-119.29219,36.72107
8403,261,"ORA",3.3,-119.29226,36.72064
8404,261,"ORA",1.3,-119.298,36.71336
8405,74,"ORA",2,-119.24807,36.65113
8408,5,"ORA",6.9,-119.26089,36.63618
8412,5,"ORA",6.9,-119.26089,36.63618
8414,74,"ORA",1.8,-119.24891,36.6506
8415,241,"ORA",32.4,-119.28712,36.73082
8416,241,"ORA",32.6,-119.28697,36.73169
8417,241,"ORA",33.8,-119.28212,36.73524
8418,241,"ORA",34,-119.28124,36.73579
8419,241,"ORA",30,-119.28121,36.72215
8420,241,"ORA",34,-119.28124,36.73579
8421,241,"ORA",27,-119.27784,36.71036
8422,241,"ORA",34.7,-119.2798,36.7386
8423,241,"ORA",38,-119.27771,36.75283
8424,241,"ORA",36.2,-119.27739,36.74488
8425,241,"ORA",28,-119.27752,36.71476
8426,241,"ORA",28,-119.27752,36.71476
8427,261,"ORA",6.1,-119.28731,36.73151
8428,261,"ORA",3.2,-119.29233,36.72021
8429,261,"ORA",3.2,-119.29233,36.72021
8430,261,"ORA",1.2,-119.29848,36.71313
8431,74,"ORA",1.8,-119.24891,36.6506
8434,241,"ORA",36.2,-119.27739,36.74488
8435,241,"ORA",29.8,-119.28032,36.72163
8439,405,"ORA",5.6,-119.31007,36.69678
8440,241,"ORA",39,-119.27842,36.75703
8441,241,"ORA",29.5,-119.2789,36.72094
8442,241,"ORA",33.6,-119.28299,36.7347
8443,241,"ORA",36.1,-119.27739,36.74444
8444,241,"ORA",29.4,-119.27849,36.72065
8644,101,"HUM",60,-121.23468,38.81282
8645,101,"HUM",60.1,-121.23486,38.81328
8646,101,"HUM",60.2,-121.23504,38.81369
8647,101,"HUM",60.3,-121.23524,38.81405
8648,101,"HUM",60.3,-121.23527,38.81408
8649,101,"HUM",60.5,-121.23587,38.81482
8650,101,"HUM",60.5,-121.23587,38.81482
8651,101,"HUM",60.9,-121.23667,38.81659
8652,101,"HUM",61,-121.23708,38.81693
8653,101,"HUM",61.1,-121.23782,38.81734
8654,101,"HUM",61.1,-121.23782,38.81734
8655,101,"HUM",61.2,-121.23808,38.81747
8656,101,"HUM",62,-121.24138,38.81961
8657,101,"HUM",62,-121.24138,38.81961
8658,101,"HUM",62,-121.24162,38.81973
8659,101,"HUM",62,-121.24162,38.81973
8660,101,"HUM",62,-121.24162,38.81973
8661,101,"HUM",62,-121.24162,38.81973
8662,101,"HUM",62,-121.24162,38.81973
8663,101,"HUM",62,-121.24162,38.81973
8664,101,"HUM",62.2,-121.24269,38.82025
8665,101,"HUM",62.6,-121.24457,38.82111
8666,101,"HUM",62.6,-121.24457,38.82111
8667,101,"HUM",62.7,-121.24477,38.82126
8668,101,"HUM",62.9,-121.24555,38.82194
8669,101,"HUM",62.9,-121.24555,38.82194
8670,101,"HUM",62.9,-121.24555,38.82194
8671,101,"HUM",63,-121.246,38.82231
8672,101,"HUM",63,-121.246,38.82231
8673,101,"HUM",63,-121.246,38.82231
8674,101,"HUM",63,-121.24615,38.82245
8675,101,"HUM",63.4,-121.24741,38.82337
8676,101,"HUM",63.4,-121.24741,38.82337
8677,101,"HUM",63.6,-121.24864,38.82396
8678,101,"HUM",63.9,-121.24991,38.82468
8679,101,"HUM",64,-121.25039,38.82498
8680,101,"HUM",64,-121.25039,38.82498
8681,101,"HUM",64,-121.25048,38.82503
8682,101,"HUM",64,-121.25059,38.82507
8683,101,"HUM",64.3,-121.25174,38.82538
8684,101,"HUM",64.5,-121.25285,38.82596
8685,101,"HUM",64.7,-121.25331,38.82642
8686,101,"HUM",65.3,-121.25245,38.82921
8688,101,"HUM",66,-121.2511,38.83175
8689,101,"HUM",66,-121.2511,38.83175
8690,101,"HUM",66.4,-121.25108,38.83327
8691,101,"HUM",66.4,-121.25112,38.83335
8692,101,"HUM",66.6,-121.25163,38.83423
8693,101,"HUM",66.8,-121.25142,38.83527
8694,101,"HUM",67,-121.25088,38.83577
8695,101,"HUM",67,-121.25088,38.83577
8696,101,"HUM",67,-121.25088,38.83577
8697,101,"HUM",67.4,-121.24951,38.83721
8698,101,"HUM",68.2,-121.24863,38.84043
8699,101,"HUM",68.2,-121.24854,38.84088
8700,101,"HUM",68.5,-121.24834,38.84221
8702,101,"HUM",68.9,-121.24816,38.84375
8703,101,"HUM",68.8,-121.24818,38.84331
8704,101,"HUM",68.9,-121.24816,38.84375
8705,101,"HUM",69,-121.24822,38.84419
8706,101,"HUM",69.1,-121.24829,38.84463
8707,101,"HUM",69.1,-121.24829,38.84463
8708,101,"HUM",69.3,-121.24844,38.84555
8709,101,"HUM",69.6,-121.24868,38.84701
8710,101,"HUM",69.6,-121.24868,38.84701
8711,101,"HUM",69.8,-121.2488,38.84771
8712,101,"HUM",70,-121.24896,38.84859
8713,101,"HUM",70,-121.24896,38.84859
8714,101,"HUM",70,-121.24896,38.84859
8715,101,"HUM",70,-121.24896,38.84859
8716,101,"HUM",70,-121.24896,38.84859
8717,101,"HUM",70,-121.24896,38.84859
8718,101,"HUM",70,-121.24902,38.8488
8719,101,"HUM",70.2,-121.24948,38.84936
8720,101,"HUM",70.2,-121.24956,38.84943
8721,101,"HUM",70.5,-121.25048,38.85042
8722,101,"HUM",70.5,-121.25048,38.85042
8723,101,"HUM",71,-121.25117,38.85252
8724,101,"HUM",71,-121.25117,38.85252
8725,101,"HUM",71.1,-121.25132,38.85275
8726,101,"HUM",71.1,-121.25142,38.85291
8727,101,"HUM",71.8,-121.25208,38.85567
8728,101,"HUM",71.7,-121.25213,38.85537
8729,101,"HUM",72.5,-121.25157,38.85888
8730,101,"HUM",72.5,-121.25157,38.85888
8731,101,"HUM",72.5,-121.25157,38.85888
8732,101,"HUM",72.7,-121.25099,38.85965
8778,395,"MNO",111,-119.84985,38.18214
8779,395,"MNO",111,-119.84985,38.18214
8780,395,"MNO",111,-119.84985,38.18214
8781,395,"MNO",120,-119.86298,38.21898
8782,395,"MNO",54.5,-119.73938,38.01052
8783,395,"MNO",54.5,-119.73938,38.01052
8784,395,"MNO",54.5,-119.73938,38.01052
8785,395,"MNO",54.5,-119.73938,38.01052
8786,395,"MNO",36.1,-119.69716,37.94251
8787,395,"MNO",93,-119.83144,38.11607
8788,395,"MNO",93,-119.83144,38.11607
8789,395,"MNO",93,-119.83144,38.11607
8790,395,"MNO",93,-119.83144,38.11607
8791,395,"MNO",93,-119.83144,38.11607
8792,395,"MNO",39.3,-119.70715,37.95184
8793,395,"MNO",117,-119.85685,38.20759
8794,395,"MNO",117,-119.85685,38.20759
8795,395,"MNO",100,-119.83388,38.14391
8796,395,"MNO",120,-119.86298,38.21898
8797,395,"MNO",83,-119.7912,38.10433
8798,395,"MNO",83,-119.7912,38.10433
8799,395,"MNO",83,-119.7912,38.10433
8800,395,"MNO",83,-119.7912,38.10433
8801,395,"MNO",83,-119.7912,38.10433
8802,395,"MNO",120,-119.86298,38.21898
8803,395,"MNO",120,-119.86298,38.21898
8804,395,"MNO",120,-119.86298,38.21898
8805,395,"MNO",93,-119.83144,38.11607
8806,395,"MNO",93,-119.83144,38.11607
8807,395,"MNO",93,-119.83144,38.11607
8808,395,"MNO",93,-119.83144,38.11607
8809,395,"MNO",107,-119.83895,38.16801
8810,395,"MNO",107,-119.83895,38.16801
8811,395,"MNO",107,-119.83895,38.16801
8812,395,"MNO",107,-119.83895,38.16801
8813,395,"MNO",103.5,-119.83654,38.15843
8814,395,"MNO",103.5,-119.83654,38.15843
8815,395,"MNO",103.5,-119.83654,38.15843
8816,395,"MNO",93,-119.83144,38.11607
8817,395,"MNO",55.8,-119.74237,38.01544
8818,395,"MNO",57.5,-119.74326,38.02268
8819,395,"MNO",76,-119.76336,38.08844
8820,395,"MNO",76,-119.76336,38.08844
8821,395,"MNO",76,-119.76336,38.08844
8822,395,"MNO",58,-119.7438,38.02485
8823,395,"MNO",64,-119.74992,38.04044
8824,395,"MNO",57.3,-119.74302,38.02183
8825,395,"MNO",120,-119.86298,38.21898
8826,182,"MNO",12,-119.7482,38.13788
8827,395,"MNO",107,-119.83895,38.16801
8828,395,"MNO",117,-119.85685,38.20759
8829,395,"MNO",117,-119.85685,38.20759
8830,395,"MNO",83.3,-119.79139,38.10562
8831,395,"MNO",83.3,-119.79139,38.10562
8832,395,"MNO",93.3,-119.83299,38.11636
8833,395,"MNO",93.3,-119.83299,38.11636
8834,395,"MNO",26,-119.66968,37.90381
8835,395,"MNO",69,-119.75371,38.06174
8836,395,"MNO",83.3,-119.79139,38.10562
8837,395,"MNO",83.3,-119.79139,38.10562
8838,395,"MNO",108.5,-119.84461,38.17216
8839,395,"MNO",108.5,-119.84461,38.17216
8840,395,"MNO",83.3,-119.79139,38.10562
8841,395,"MNO",26.5,-119.67085,37.90573
8842,395,"MNO",117,-119.85685,38.20759
8843,395,"MNO",75,-119.7638,38.08414
8844,395,"MNO",69.5,-119.75461,38.06382
8845,395,"MNO",111,-119.84985,38.18214
8846,395,"MNO",111,-119.84985,38.18214
8847,395,"MNO",107,-119.83895,38.16801
8848,395,"MNO",111,-119.84985,38.18214
8849,395,"MNO",111,-119.84985,38.18214
8850,395,"MNO",111,-119.84985,38.18214
8851,395,"MNO",111,-119.84985,38.18214
8852,395,"MNO",111,-119.84985,38.18214
8853,395,"MNO",111,-119.84985,38.18214
8854,395,"MNO",120,-119.86298,38.21898
8855,395,"MNO",111,-119.84985,38.18214
8856,395,"MNO",107,-119.83895,38.16801
8857,395,"MNO",111,-119.84985,38.18214
8858,395,"MNO",107,-119.83895,38.16801
8859,395,"MNO",107,-119.83895,38.16801
8860,395,"MNO",107,-119.83895,38.16801
8861,395,"MNO",107,-119.83895,38.16801
8862,395,"MNO",120,-119.86298,38.21898
8863,395,"MNO",120,-119.86298,38.21898
8864,395,"MNO",0,-119.56481,37.84959
8865,395,"MNO",0,-119.56481,37.84959
8866,395,"MNO",107,-119.83895,38.16801
8867,395,"MNO",107,-119.83895,38.16801
8868,395,"MNO",107,-119.83895,38.16801
8869,395,"MNO",107,-119.83895,38.16801
8870,395,"MNO",107,-119.83895,38.16801
8871,395,"MNO",111,-119.84985,38.18214
8872,395,"MNO",0,-119.56481,37.84959
8873,395,"MNO",0,-119.56481,37.84959
8874,395,"MNO",107,-119.83895,38.16801
8875,395,"MNO",107,-119.83895,38.16801
8876,395,"MNO",0,-119.56481,37.84959
8877,395,"MNO",0,-119.56481,37.84959
8878,395,"MNO",107,-119.83895,38.16801
8879,395,"MNO",107,-119.83895,38.16801
8880,395,"MNO",107,-119.83895,38.16801
8881,395,"MNO",120,-119.86298,38.21898
8882,395,"MNO",107,-119.83895,38.16801
8883,395,"MNO",120,-119.86298,38.21898
8884,395,"MNO",107,-119.83895,38.16801
8885,395,"MNO",107,-119.83895,38.16801
8886,395,"MNO",111,-119.84985,38.18214
8887,395,"MNO",111,-119.84985,38.18214
8888,395,"MNO",111,-119.84985,38.18214
8889,395,"MNO",111,-119.84985,38.18214
8890,395,"MNO",0,-119.56481,37.84959
8891,395,"MNO",0,-119.56481,37.84959
8892,395,"MNO",111,-119.84985,38.18214
8893,395,"MNO",120,-119.86298,38.21898
8894,395,"MNO",120,-119.86298,38.21898
8895,395,"MNO",103.7,-119.83678,38.15925
8896,395,"MNO",103.7,-119.83678,38.15925
8897,395,"MNO",0,-119.56481,37.84959
8898,395,"MNO",0,-119.56481,37.84959
8899,395,"MNO",0,-119.56481,37.84959
8900,395,"MNO",0,-119.56481,37.84959
8901,395,"MNO",105.7,-119.83335,38.16695
8902,395,"MNO",117,-119.85685,38.20759
8903,395,"MNO",0,-119.56481,37.84959
8904,395,"MNO",0,-119.56481,37.84959
8905,395,"MNO",111,-119.84985,38.18214
8906,395,"MNO",117,-119.85685,38.20759
8907,395,"MNO",117,-119.85685,38.20759
8908,395,"MNO",107,-119.83895,38.16801
8909,395,"MNO",107,-119.83895,38.16801
8910,395,"MNO",107,-119.83895,38.16801
8911,395,"MNO",107,-119.83895,38.16801
8912,395,"MNO",107,-119.83895,38.16801
8913,395,"MNO",107,-119.83895,38.16801
8914,395,"MNO",101,-119.8352,38.14812
8915,395,"MNO",120,-119.86298,38.21898
8916,395,"MNO",101,-119.8352,38.14812
8917,395,"MNO",107,-119.83895,38.16801
8918,395,"MNO",10.1,-119.5941,37.87929
8919,395,"MNO",5.7,-119.5776,37.8679
8920,395,"MNO",5.7,-119.5776,37.8679
8921,395,"MNO",100,-119.83388,38.14391
8922,395,"MNO",100,-119.83388,38.14391
8923,395,"MNO",100,-119.83388,38.14391
8924,395,"MNO",7,-119.58213,37.87131
8925,395,"MNO",9.9,-119.59299,37.87913
8926,395,"MNO",24.4,-119.66135,37.90173
8927,395,"MNO",100,-119.83388,38.14391
8928,395,"MNO",44.3,-119.72126,37.97041
8929,395,"MNO",42.3,-119.71854,37.96423
8930,395,"MNO",100,-119.83388,38.14391
8931,395,"MNO",100,-119.83388,38.14391
8932,395,"MNO",55.3,-119.74187,38.01332
8933,395,"MNO",57.5,-119.74326,38.02268
8934,395,"MNO",53,-119.73612,38.00455
8935,395,"MNO",55,-119.74083,38.01228
8936,395,"MNO",8,-119.58411,37.8753
8937,395,"MNO",38,-119.70409,37.94837
8938,395,"MNO",20.3,-119.63956,37.8962
8939,395,"MNO",20.3,-119.63956,37.8962
8940,203,"MNO",0,-119.70874,37.90567
8941,203,"MNO",0,-119.70874,37.90567
8942,395,"MNO",20.3,-119.63956,37.8962
8943,395,"MNO",100,-119.83388,38.14391
8944,395,"MNO",100,-119.83388,38.14391
8945,395,"MNO",43,-119.71966,37.96635
8946,395,"MNO",43,-119.71966,37.96635
8947,395,"MNO",95.3,-119.83135,38.12432
8948,395,"MNO",95,-119.83105,38.12302
8949,395,"MNO",95,-119.83105,38.12302
8950,395,"MNO",95,-119.83105,38.12302
8951,395,"MNO",95,-119.83105,38.12302
8952,395,"MNO",95.3,-119.83135,38.12432
8953,395,"MNO",95.3,-119.83135,38.12432
8954,395,"MNO",95.3,-119.83135,38.12432
8955,395,"MNO",43,-119.71966,37.96635
8956,395,"MNO",88,-119.80571,38.11791
8957,395,"MNO",88,-119.80571,38.11791
8958,395,"MNO",88,-119.80571,38.11791
8959,395,"MNO",105.7,-119.83335,38.16695
8960,395,"MNO",105.7,-119.83335,38.16695
8961,395,"MNO",105.7,-119.83335,38.16695
8962,395,"MNO",93,-119.83144,38.11607
8963,395,"MNO",93,-119.83144,38.11607
8964,395,"MNO",93,-119.83144,38.11607
8965,395,"MNO",93,-119.83144,38.11607
8966,395,"MNO",93,-119.83144,38.11607
8967,395,"MNO",93,-119.83144,38.11607
8968,395,"MNO",43,-119.71966,37.96635
8969,395,"MNO",37.5,-119.70177,37.94717
8970,395,"MNO",95,-119.83105,38.12302
8971,395,"MNO",95,-119.83105,38.12302
8972,395,"MNO",58,-119.7438,38.02485
8973,395,"MNO",58,-119.7438,38.02485
8974,395,"MNO",69.9,-119.75483,38.06557
8975,167,"MNO",21.3,-119.63411,38.06157
