"ID","ROUTE","COUNTY","PM","LON","LAT"
608,140,"MPA",17.3,-120.00285,37.85336
609,49,"MPA",10.2,-119.95724,37.8442
610,49,"MPA",10.5,-119.95878,37.84422
611,49,"MPA",13.9,-119.97457,37.84656
612,49,"MPA",19.1,-119.99445,37.85813
613,49,"MPA",5.1,-119.93144,37.8477
614,49,"MPA",12.5,-119.96727,37.8479
615,140,"MPA",19,-119.9949,37.85256
616,49,"MPA",12.8,-119.96888,37.84733
617,49,"MPA",13.5,-119.97233,37.84606
618,49,"MPA",8,-119.94689,37.84498
619,49,"MPA",11.9,-119.96411,37.84782
620,49,"MPA",19,-119.99398,37.85784
621,49,"MPA",17.8,-119.98666,37.85139
622,49,"MPA",4,-119.92751,37.84442
623,140,"MPA",26.9,-119.9754,37.86848
624,140,"MPA",21.2,-119.98878,37.8537
625,49,"MPA",28.2,-120.03266,37.87569
626,49,"MPA",22,-120.00854,37.8623
627,49,"MPA",4.8,-119.93052,37.84666
628,49,"MPA",16,NA,NA
629,49,"MPA",17,-119.98421,37.84859
630,49,"MPA",25.2,-120.02278,37.86502
631,49,"MPA",5.7,-119.93466,37.84778
632,49,"MPA",11.3,-119.96133,37.84673
633,49,"MPA",12.1,-119.96504,37.84823
634,140,"MPA",26.6,-119.97511,37.86727
635,140,"MPA",13.6,-120.02173,37.85194
636,49,"MPA",17.6,-119.98579,37.85084
637,49,"MPA",17.6,-119.98579,37.85084
638,49,"MPA",9.5,-119.95371,37.84307
639,140,"MPA",25.5,-119.98042,37.86537
640,140,"MPA",36,-119.98532,37.89681
641,49,"MPA",9.7,-119.9547,37.84359
642,49,"MPA",15.7,NA,NA
643,49,"MPA",9.7,-119.9547,37.84359
644,49,"MPA",16.9,-119.98397,37.84819
645,140,"MPA",20,-119.99054,37.85048
646,140,"MPA",12,-120.02158,37.84607
647,49,"MPA",12.6,-119.96783,37.84776
648,49,"MPA",19.5,-119.99621,37.8594
649,49,"MPA",15.7,NA,NA
650,140,"MPA",29.4,-119.98044,37.87765
651,49,"MPA",17.2,-119.98458,37.8494
652,49,"MPA",12,-119.96458,37.84802
653,49,"MPA",19.9,-119.99825,37.86032
654,140,"MPA",22,-119.99159,37.85691
655,140,"MPA",22.5,-119.99178,37.85918
656,49,"MPA",12,-119.96458,37.84802
657,49,"MPA",8.5,-119.94905,37.84356
658,49,"MPA",19.4,-119.99579,37.85906
659,49,"MPA",13.8,-119.97404,37.84642
660,49,"MPA",15,-119.98023,37.84656
661,49,"MPA",3.1,-119.92295,37.84293
662,140,"MPA",22.4,-119.99176,37.85872
663,140,"MPA",26.8,-119.97504,37.86813
664,49,"MPA",4.8,-119.93052,37.84666
665,49,"MPA",14.1,-119.97553,37.84695
666,49,"MPA",10.2,-119.95724,37.8442
667,49,"MPA",13,-119.96976,37.84671
668,49,"MPA",13.3,-119.97116,37.84597
669,49,"MPA",15.1,-119.98073,37.84654
670,49,"MPA",3,-119.92244,37.84275
671,49,"MPA",16.8,-119.98375,37.84778
672,140,"MPA",29,-119.97906,37.87624
673,49,"MPA",19.6,-119.99672,37.85963
674,49,"MPA",17,-119.98421,37.84859
675,49,"MPA",17.9,-119.98702,37.85173
676,140,"MPA",46.6,-119.95989,37.90892
677,49,"MPA",21.9,-120.00808,37.86214
678,49,"MPA",13.5,-119.97233,37.84606
679,140,"MPA",19,-119.9949,37.85256
680,49,"MPA",13.7,-119.97349,37.84625
681,49,"MPA",13.8,-119.97404,37.84642
682,140,"MPA",13.3,-120.02308,37.8513
683,49,"MPA",24.2,-120.01785,37.86328
684,49,"MPA",17.5,-119.98543,37.85051
685,49,"MPA",21.8,-120.00762,37.86199
686,49,"MPA",21.8,-120.00762,37.86199
687,49,"MPA",19.7,-119.99727,37.8598
688,49,"MPA",19.7,-119.99727,37.8598
689,49,"MPA",19.7,-119.99727,37.8598
690,140,"MPA",17.7,-120.00097,37.85428
691,49,"MPA",24,-120.01675,37.86352
692,49,"MPA",8.8,-119.95041,37.84269
693,49,"MPA",19.5,-119.99621,37.8594
694,140,"MPA",31.7,-119.9875,37.88369
695,140,"MPA",16.5,-120.00688,37.85343
696,49,"MPA",14.5,-119.97765,37.84681
697,49,"MPA",19.6,-119.99672,37.85963
698,49,"MPA",18.6,-119.99211,37.85685
699,49,"MPA",13.1,-119.97017,37.84637
700,49,"MPA",22,-120.00854,37.8623
701,140,"MPA",25.5,-119.98042,37.86537
702,49,"MPA",29.1,-120.03556,37.87872
703,140,"MPA",23.9,-119.98772,37.86324
704,49,"MPA",13.5,-119.97233,37.84606
705,140,"MPA",16.7,-120.0058,37.8533
706,140,"MPA",17.7,-120.00097,37.85428
707,49,"MPA",1,-119.91556,37.83618
708,49,"MPA",11,-119.95999,37.84608
709,140,"MPA",36.5,-119.98377,37.89817
710,140,"MPA",26.7,-119.97494,37.86769
711,140,"MPA",49.2,-119.9501,37.91053
712,49,"MPA",1.9,-119.91811,37.83937
713,49,"MPA",11.1,-119.96039,37.84633
714,140,"MPA",12.5,-120.02209,37.84808
715,49,"MPA",17,-119.98421,37.84859
716,49,"MPA",17.2,-119.98458,37.8494
717,49,"MPA",2.3,-119.91973,37.84057
718,49,"MPA",19.5,-119.99621,37.8594
719,49,"MPA",9.2,-119.95239,37.84216
720,49,"MPA",18.7,-119.99266,37.85695
721,49,"MPA",9.2,-119.95239,37.84216
722,49,"MPA",13.2,-119.97058,37.84605
723,49,"MPA",19.5,-119.99621,37.8594
724,49,"MPA",10.7,-119.95939,37.84491
725,49,"MPA",11.8,-119.96365,37.84763
726,140,"MPA",27.8,-119.9752,37.87203
727,49,"MPA",24.5,-120.01952,37.86345
728,49,"MPA",15.6,NA,NA
729,49,"MPA",15.8,NA,NA
730,140,"MPA",17.1,-120.0038,37.85292
731,140,"MPA",22,-119.99159,37.85691
732,49,"MPA",5.9,-119.93572,37.8475
733,49,"MPA",17,-119.98421,37.84859
734,140,"MPA",15,-120.01448,37.85178
735,49,"MPA",4.2,-119.92838,37.84494
736,140,"MPA",35.1,-119.98685,37.89385
737,140,"MPA",22.3,-119.99167,37.85826
738,49,"MPA",20.7,-120.0024,37.86081
739,49,"MPA",14,-119.97503,37.8468
740,49,"MPA",14.6,-119.97816,37.84688
741,49,"MPA",19.3,-119.99536,37.85874
742,49,"MPA",12.5,-119.96727,37.8479
743,49,"MPA",9.1,-119.95194,37.84198
744,49,"MPA",21.4,-120.0058,37.86141
745,49,"MPA",12.1,-119.96504,37.84823
746,49,"MPA",19.5,-119.99621,37.8594
747,140,"MPA",13.9,-120.0202,37.85249
748,49,"MPA",12,-119.96458,37.84802
749,49,"MPA",17.5,-119.98543,37.85051
750,49,"MPA",5.5,-119.93359,37.84804
751,140,"MPA",25.5,-119.98042,37.86537
752,49,"MPA",1.2,-119.91598,37.83694
753,49,"MPA",8.9,-119.95091,37.84244
754,49,"MPA",12,-119.96458,37.84802
755,49,"MPA",6.9,-119.94082,37.8458
756,49,"MPA",17.6,-119.98579,37.85084
757,140,"MPA",26.4,-119.9756,37.86649
758,49,"MPA",10.9,-119.95976,37.8457
759,49,"MPA",12.6,-119.96783,37.84776
760,49,"MPA",13.5,-119.97233,37.84606
761,140,"MPA",20.2,-119.98946,37.85029
762,49,"MPA",12.1,-119.96504,37.84823
763,49,"MPA",6.9,-119.94082,37.8458
764,49,"MPA",13.1,-119.97017,37.84637
765,140,"MPA",18.6,-119.99672,37.85354
766,88,"AMA",30,-120.17079,38.14374
767,88,"AMA",32,-120.16179,38.14709
768,88,"AMA",22,-120.20416,38.13486
769,88,"AMA",25,-120.19249,38.13343
770,88,"AMA",32,-120.16179,38.14709
771,88,"AMA",22.5,-120.20322,38.13689
772,88,"AMA",23,-120.20102,38.13781
773,88,"AMA",32,-120.16179,38.14709
774,88,"AMA",32.5,-120.16022,38.14868
775,16,"AMA",1,-120.30602,38.15983
776,88,"AMA",33,-120.16123,38.15063
777,88,"AMA",26,-120.18839,38.13609
778,124,"AMA",6.2,-120.27156,38.13383
780,88,"AMA",33.5,-120.16005,38.15206
781,88,"AMA",17,-120.22236,38.12221
782,88,"AMA",36,-120.15517,38.16166
783,88,"AMA",22.5,-120.20322,38.13689
784,88,"AMA",26,-120.18839,38.13609
785,88,"AMA",27,-120.18452,38.13905
786,49,"AMA",7.8,-120.24465,38.13053
787,88,"AMA",3.5,-120.29506,38.10623
788,88,"AMA",34.5,-120.15963,38.15624
789,49,"AMA",11,-120.25232,38.13997
790,16,"AMA",1.5,-120.30322,38.15939
791,88,"AMA",21.5,-120.2058,38.13304
792,88,"AMA",34.3,-120.15989,38.15542
793,88,"AMA",36,-120.15517,38.16166
794,88,"AMA",37,-120.15141,38.16483
795,88,"AMA",26,-120.18839,38.13609
796,88,"AMA",16,-120.22757,38.12191
797,88,"AMA",24.5,-120.1946,38.13476
798,88,"AMA",32,-120.16179,38.14709
799,88,"AMA",28.5,-120.17837,38.14181
800,88,"AMA",31.9,-120.16232,38.14687
801,88,"AMA",36,-120.15517,38.16166
802,88,"AMA",25,-120.19249,38.13343
803,88,"AMA",33,-120.16123,38.15063
804,88,"AMA",33,-120.16123,38.15063
805,88,"AMA",14.5,-120.23422,38.11833
806,49,"AMA",1,-120.22187,38.11047
807,88,"AMA",17.7,-120.21872,38.12299
808,88,"AMA",18,-120.21748,38.12391
809,88,"AMA",19,-120.21289,38.12636
810,49,"AMA",1,-120.22187,38.11047
811,88,"AMA",25,-120.19249,38.13343
812,88,"AMA",34,-120.16008,38.15417
813,88,"AMA",22.7,-120.2027,38.13762
814,88,"AMA",31.9,-120.16232,38.14687
815,88,"AMA",21,-120.20533,38.131
816,88,"AMA",26.5,-120.18661,38.13768
817,88,"AMA",19.5,-120.21099,38.12795
818,88,"AMA",30.5,-120.16832,38.14453
819,88,"AMA",24.6,-120.19403,38.13476
820,88,"AMA",27.2,-120.18411,38.13929
821,88,"AMA",24.7,-120.19369,38.13441
822,88,"AMA",24.9,-120.19292,38.13372
823,88,"AMA",35.9,-120.15559,38.16138
824,88,"AMA",13.2,-120.24664,38.12178
825,88,"AMA",32.2,-120.16102,38.14764
826,88,"AMA",24.7,-120.19369,38.13441
827,49,"AMA",0,-120.219,38.10712
828,88,"AMA",17.3,-120.22072,38.12243
829,88,"AMA",33.8,-120.16022,38.15333
830,49,"AMA",5.6,-120.23953,38.12335
831,88,"AMA",35.4,-120.15722,38.15964
832,88,"AMA",35.7,-120.15639,38.16078
833,88,"AMA",36.3,-120.15406,38.16262
834,88,"AMA",24.1,-120.19638,38.13542
835,88,"AMA",20.5,-120.20634,38.12981
836,88,"AMA",28.1,-120.18038,38.14117
837,88,"AMA",26.2,-120.18762,38.13669
838,49,"AMA",5.5,-120.23906,38.12311
839,88,"AMA",33.6,-120.16018,38.15248
840,88,"AMA",24.5,-120.1946,38.13476
841,88,"AMA",20,-120.2089,38.12923
842,88,"AMA",21,-120.20533,38.131
843,88,"AMA",28.2,-120.17984,38.14123
844,88,"AMA",18.1,-120.21699,38.12415
845,88,"AMA",24.3,-120.19529,38.13526
846,88,"AMA",29.2,-120.17475,38.14289
847,88,"AMA",33.5,-120.16005,38.15206
848,88,"AMA",20,-120.2089,38.12923
849,88,"AMA",6.8,-120.27846,38.11156
850,88,"AMA",21.5,-120.2058,38.13304
851,88,"AMA",23,-120.20102,38.13781
852,88,"AMA",29.6,-120.17295,38.14335
853,88,"AMA",36.5,-120.15341,38.16333
854,49,"AMA",1.7,-120.22513,38.11121
855,88,"AMA",27.1,NA,NA
856,88,"AMA",28.4,-120.17884,38.14157
857,88,"AMA",26.2,-120.18762,38.13669
858,88,"AMA",34.6,-120.15947,38.15666
859,88,"AMA",35.7,-120.15639,38.16078
860,88,"AMA",19.4,-120.21132,38.12764
861,88,"AMA",19.5,-120.21099,38.12795
862,88,"AMA",22.1,-120.20375,38.13517
863,88,"AMA",28.7,-120.17747,38.14232
864,88,"AMA",32.5,-120.16022,38.14868
865,88,"AMA",36,-120.15517,38.16166
866,88,"AMA",23,-120.20102,38.13781
867,88,"AMA",38.1,-120.14719,38.16798
868,88,"AMA",21.1,-120.20566,38.13136
869,49,"AMA",2.6,-120.22915,38.1133
870,88,"AMA",21.5,-120.2058,38.13304
871,88,"AMA",6.5,-120.27991,38.11092
872,88,"AMA",38.1,-120.14719,38.16798
873,88,"AMA",37.2,-120.15043,38.16525
874,88,"AMA",28.7,-120.17747,38.14232
875,49,"AMA",1.9,-120.22623,38.11139
876,88,"AMA",29.7,-120.17241,38.14346
877,88,"AMA",21,-120.20533,38.131
878,88,"AMA",18.5,-120.21513,38.12517
879,88,"AMA",32.7,-120.16049,38.1495
880,88,"AMA",31,-120.16564,38.14481
881,88,"AMA",27.2,-120.18411,38.13929
882,88,"AMA",30.8,-120.16666,38.1445
883,88,"AMA",14,-120.24272,38.12317
884,88,"AMA",18,-120.21748,38.12391
885,88,"AMA",19.8,-120.20985,38.12875
886,88,"AMA",25,-120.19249,38.13343
887,88,"AMA",25.5,-120.18975,38.13416
888,88,"AMA",26.7,-120.18573,38.13812
889,88,"AMA",26.9,-120.18502,38.13875
890,88,"AMA",28.4,-120.17884,38.14157
891,88,"AMA",32.6,-120.16023,38.14911
892,88,"AMA",33,-120.16123,38.15063
893,88,"AMA",15.7,-120.22918,38.12154
894,88,"AMA",27.8,-120.18174,38.14082
895,88,"AMA",29.1,-120.17531,38.14282
896,88,"AMA",33,-120.16123,38.15063
897,88,"AMA",33.5,-120.16005,38.15206
898,88,"AMA",35.5,-120.157,38.16005
899,88,"AMA",18.2,-120.21656,38.12445
900,88,"AMA",26.7,-120.18573,38.13812
901,88,"AMA",32.9,-120.16102,38.15023
902,88,"AMA",17.2,-120.22127,38.12236
903,88,"AMA",32,-120.16179,38.14709
904,88,"AMA",22.7,-120.2027,38.13762
905,88,"AMA",30,-120.17079,38.14374
906,88,"AMA",18.5,-120.21513,38.12517
907,88,"AMA",23,-120.20102,38.13781
908,88,"AMA",21.5,-120.2058,38.13304
909,88,"AMA",31,-120.16564,38.14481
910,88,"AMA",24.1,-120.19654,38.13554
911,88,"AMA",26.1,-120.18807,38.13644
912,88,"AMA",22.2,-120.20353,38.13557
913,88,"AMA",21,-120.20533,38.131
914,88,"AMA",23.3,-120.19934,38.13766
915,88,"AMA",32.2,-120.16102,38.14764
916,49,"AMA",0.3,-120.2196,38.10833
917,49,"AMA",5.2,-120.23829,38.12192
918,88,"AMA",16.3,-120.22606,38.12172
919,88,"AMA",17.6,-120.21912,38.12269
920,88,"AMA",24,-120.19679,38.13571
921,88,"AMA",25,-120.19249,38.13343
922,88,"AMA",25.5,-120.18975,38.13416
923,88,"AMA",32.3,-120.16075,38.14793
924,88,"AMA",32.7,-120.16049,38.1495
925,88,"AMA",32.7,-120.16049,38.1495
926,88,"AMA",25,-120.19249,38.13343
927,88,"AMA",22.8,-120.20215,38.13772
928,88,"AMA",20,-120.2089,38.12923
929,88,"AMA",24.5,-120.1946,38.13476
930,88,"AMA",36.5,-120.15341,38.16333
931,88,"AMA",27,-120.18452,38.13905
932,88,"AMA",27,-120.18452,38.13905
933,88,"AMA",32.5,-120.16022,38.14868
934,88,"AMA",34,-120.16008,38.15417
935,88,"AMA",28,-120.18092,38.14128
936,88,"AMA",28,-120.18092,38.14128
937,49,"AMA",1,-120.22187,38.11047
938,88,"AMA",37,-120.15141,38.16483
939,49,"AMA",1.5,-120.22402,38.11113
940,88,"AMA",31.8,-120.16286,38.14674
941,88,"AMA",34.5,-120.15963,38.15624
942,88,"AMA",37.5,-120.14903,38.16596
943,88,"AMA",23.5,-120.1984,38.13732
944,88,"AMA",32,-120.16179,38.14709
945,88,"AMA",24.7,-120.19369,38.13441
946,88,"AMA",26.1,-120.1881,38.13641
947,88,"AMA",26.1,-120.18807,38.13644
948,88,"AMA",32,-120.16179,38.14709
949,88,"AMA",35.5,-120.157,38.16005
950,88,"AMA",28.5,-120.17837,38.14181
951,88,"AMA",27.5,-120.18265,38.13978
952,88,"AMA",29,-120.17586,38.14272
953,88,"AMA",32,-120.16179,38.14709
954,88,"AMA",1.5,-120.30385,38.10107
955,88,"AMA",33.6,-120.16018,38.15248
956,88,"AMA",37.3,-120.14996,38.16548
957,88,"AMA",22.4,-120.20332,38.13645
958,88,"AMA",35,-120.15822,38.1581
959,88,"AMA",10.3,-120.26147,38.11712
960,88,"AMA",29.5,-120.1735,38.1433
961,88,"AMA",35,-120.15822,38.1581
962,88,"AMA",26.8,-120.18527,38.13832
963,88,"AMA",32.8,-120.16076,38.14987
964,88,"AMA",36.5,-120.15341,38.16333
965,88,"AMA",21.8,-120.20481,38.13413
966,88,"AMA",24.5,-120.1946,38.13476
967,49,"AMA",0.1,-120.2191,38.10754
968,88,"AMA",28.6,-120.17794,38.14208
969,88,"AMA",34.6,-120.15947,38.15666
970,88,"AMA",35.1,-120.15788,38.15845
971,88,"AMA",27.2,-120.18411,38.13929
972,88,"AMA",19,-120.21289,38.12636
973,88,"AMA",24,-120.19679,38.13571
974,88,"AMA",19,-120.21289,38.12636
975,88,"AMA",29,-120.17586,38.14272
976,88,"AMA",17.5,-120.21964,38.12257
977,88,"AMA",22.5,-120.20322,38.13689
978,88,"AMA",18.2,-120.21656,38.12445
979,88,"AMA",34.7,-120.15915,38.15702
980,88,"AMA",27.2,-120.18411,38.13929
981,88,"AMA",25.6,-120.18935,38.1345
982,88,"AMA",24.3,-120.19529,38.13526
983,88,"AMA",26.7,-120.18573,38.13812
984,88,"AMA",22.5,-120.20322,38.13689
985,88,"AMA",35,-120.15822,38.1581
986,49,"AMA",19.2,-120.25752,38.16728
987,88,"AMA",19.7,-120.21039,38.12861
988,88,"AMA",17.8,-120.21832,38.1233
989,49,"AMA",13.7,-120.26044,38.1469
990,88,"AMA",17.7,-120.21872,38.12299
991,88,"AMA",18.3,-120.21613,38.12476
992,88,"AMA",29.9,-120.17133,38.14367
993,88,"AMA",24.6,-120.19403,38.13476
994,88,"AMA",30.3,-120.16942,38.14444
995,88,"AMA",18.5,-120.21513,38.12517
996,49,"AMA",0.1,-120.2191,38.10754
997,88,"AMA",35.5,-120.157,38.16005
998,88,"AMA",29,-120.17586,38.14272
999,88,"AMA",29,-120.17586,38.14272
1000,88,"AMA",2.5,-120.29978,38.10409
1001,88,"AMA",19,-120.21289,38.12636
1002,88,"AMA",24,-120.19679,38.13571
1003,88,"AMA",33.3,-120.16079,38.15167
1004,88,"AMA",37,-120.15141,38.16483
1005,88,"AMA",18,-120.21748,38.12391
1006,88,"AMA",17,-120.22236,38.12221
1007,88,"AMA",28,-120.18092,38.14128
1008,88,"AMA",20,-120.2089,38.12923
1009,88,"AMA",35,-120.15822,38.1581
1010,88,"AMA",31,-120.16564,38.14481
1011,88,"AMA",22.2,-120.20353,38.13557
1012,88,"AMA",24,-120.19679,38.13571
1013,88,"AMA",31.9,-120.16232,38.14687
1014,88,"AMA",33.5,-120.16005,38.15206
1015,88,"AMA",1.2,-120.30487,38.10002
1016,88,"AMA",34,-120.16008,38.15417
1017,88,"AMA",32,-120.16179,38.14709
1018,88,"AMA",28,-120.18092,38.14128
1019,88,"AMA",29.5,-120.1735,38.1433
1020,88,"AMA",37.5,-120.14903,38.16596
1021,88,"AMA",19.1,-120.2125,38.12669
1022,88,"AMA",28.4,-120.17884,38.14157
1023,88,"AMA",20.1,-120.2084,38.12944
1024,88,"AMA",26.7,-120.18573,38.13812
1025,88,"AMA",31.4,-120.16457,38.14612
1026,88,"AMA",26.4,-120.18689,38.1373
1027,88,"AMA",19.8,-120.20985,38.12875
1028,88,"AMA",33.9,-120.16007,38.15375
1029,88,"AMA",20.2,-120.20784,38.12951
1030,88,"AMA",29.8,-120.17187,38.14357
1031,88,"AMA",32.4,-120.16048,38.1483
1032,88,"AMA",19,-120.21289,38.12636
1033,88,"AMA",31.2,-120.1649,38.1454
1034,88,"AMA",19.8,-120.20985,38.12875
1035,88,"AMA",21,-120.20533,38.131
1036,88,"AMA",31.8,-120.16286,38.14674
1037,88,"AMA",23.7,-120.19775,38.13665
1038,88,"AMA",34.4,-120.15976,38.15583
1039,88,"AMA",16.1,-120.22707,38.12175
1040,88,"AMA",29.2,-120.17475,38.14289
1041,88,"AMA",28.5,-120.17837,38.14181
1042,88,"AMA",33.7,-120.16032,38.1529
1043,88,"AMA",23.8,-120.19761,38.13624
1044,88,"AMA",32.1,-120.16136,38.14733
1045,88,"AMA",34.7,-120.15915,38.15702
1046,88,"AMA",35.3,-120.15736,38.15922
1047,88,"AMA",17.7,-120.21872,38.12299
1048,88,"AMA",33.6,-120.16018,38.15248
1049,88,"AMA",33.7,-120.16032,38.1529
1050,88,"AMA",35.5,-120.157,38.16005
1051,88,"AMA",37,-120.15141,38.16483
1052,88,"AMA",33.2,-120.16119,38.15145
1053,88,"AMA",33.4,-120.16028,38.15171
1054,88,"AMA",34.8,-120.15883,38.15737
1055,88,"AMA",24.5,-120.1946,38.13476
1056,88,"AMA",30.4,-120.16888,38.14451
1057,88,"AMA",31.3,-120.16476,38.14574
1058,88,"AMA",31.6,-120.16388,38.14668
1059,88,"AMA",34.9,-120.15852,38.15773
1060,88,"AMA",31.7,-120.16338,38.14674
1061,88,"AMA",35.5,-120.157,38.16005
1062,88,"AMA",35,-120.15822,38.1581
1063,88,"AMA",20.9,-120.20507,38.1306
1064,88,"AMA",31.9,-120.16232,38.14687
1065,88,"AMA",25.7,-120.1892,38.13494
1066,88,"AMA",32.8,-120.16076,38.14987
1067,88,"AMA",35,-120.15822,38.1581
1068,88,"AMA",23,-120.20102,38.13781
1069,88,"AMA",35.8,-120.156,38.16108
1070,26,"CAL",33.5,-120.16047,38.13022
1071,88,"AMA",33,-120.16123,38.15063
1072,88,"AMA",34.7,-120.15915,38.15702
1073,88,"AMA",26.5,-120.18661,38.13768
1074,88,"AMA",30,-120.17079,38.14374
1075,88,"AMA",35.2,-120.15759,38.15882
1076,88,"AMA",5.8,-120.28366,38.11012
1077,88,"AMA",17.2,-120.22127,38.12236
1078,88,"AMA",24.7,-120.19369,38.13441
1079,88,"AMA",26.3,-120.18716,38.13692
1080,88,"AMA",27,-120.18452,38.13905
1081,88,"AMA",36.7,-120.15265,38.16397
1082,88,"AMA",24.2,-120.19586,38.13532
1083,88,"AMA",24.3,-120.19529,38.13526
1084,88,"AMA",33.3,-120.16079,38.15167
1085,88,"AMA",33.4,-120.16028,38.15171
1086,88,"AMA",20.9,-120.20507,38.1306
1087,88,"AMA",34.8,-120.15883,38.15737
1088,88,"AMA",33,-120.16123,38.15063
1089,88,"AMA",32.2,-120.16102,38.14764
1090,88,"AMA",24.6,-120.19403,38.13476
1091,88,"AMA",25.5,-120.18975,38.13416
1092,88,"AMA",20,-120.2089,38.12923
1093,88,"AMA",20.5,-120.20634,38.12981
1094,88,"AMA",29,-120.17586,38.14272
1095,88,"AMA",29.3,-120.17439,38.14303
1096,88,"AMA",34,-120.16008,38.15417
1097,88,"AMA",34.2,-120.15996,38.155
1098,88,"AMA",30.4,-120.16888,38.14451
1099,88,"AMA",36.8,-120.15228,38.16429
1100,88,"AMA",20.1,-120.2084,38.12944
1101,88,"AMA",15,-120.23206,38.11957
1102,88,"AMA",28.1,-120.18038,38.14117
1103,88,"AMA",32,-120.16179,38.14709
1104,88,"AMA",35.5,-120.157,38.16005
1105,88,"AMA",16.1,-120.22707,38.12175
1106,88,"AMA",18.4,-120.21559,38.12491
1107,88,"AMA",25.5,-120.18975,38.13416
1108,88,"AMA",36.7,-120.15265,38.16397
1109,88,"AMA",5.4,-120.28553,38.10926
1110,88,"AMA",0.1,-120.3087,38.09625
1111,88,"AMA",34.7,-120.15915,38.15702
1112,88,"AMA",5.5,-120.28515,38.10959
1113,88,"AMA",12.7,-120.24937,38.12159
1114,88,"AMA",15.7,-120.22918,38.12154
1115,88,"AMA",21.1,-120.20566,38.13136
1116,88,"AMA",15.5,-120.23018,38.12117
1117,88,"AMA",15.9,-120.22811,38.12179
1118,88,"AMA",17.6,-120.21912,38.12269
1119,49,"AMA",0.5,-120.22034,38.10898
1120,104,"AMA",9.1,-120.24772,38.12436
1121,49,"AMA",2.5,-120.22872,38.11303
1122,88,"AMA",26.5,-120.18661,38.13768
1123,88,"AMA",31.7,-120.16338,38.14674
1124,88,"AMA",32,-120.16179,38.14709
1125,88,"AMA",15.2,-120.23126,38.12018
1126,88,"AMA",18.6,-120.2146,38.12536
1127,88,"AMA",24,-120.19679,38.13571
1128,88,"AMA",26.1,-120.18807,38.13644
1130,26,"CAL",27,-120.17709,38.1184
1131,88,"AMA",19,-120.21289,38.12636
1132,88,"AMA",17.9,-120.21791,38.1236
1133,88,"AMA",17.9,-120.21791,38.1236
1134,88,"AMA",24.4,-120.1951,38.13483
1135,88,"AMA",17.6,-120.21912,38.12269
1136,88,"AMA",5.4,-120.28553,38.10926
1137,88,"AMA",27.1,NA,NA
1138,88,"AMA",31.8,-120.16286,38.14674
1139,88,"AMA",24,-120.19679,38.13571
1140,88,"AMA",36.8,-120.15228,38.16429
1141,88,"AMA",22,-120.20416,38.13486
1142,88,"AMA",29,-120.17586,38.14272
1143,88,"AMA",36,-120.15517,38.16166
1144,88,"AMA",24.1,-120.19638,38.13542
1145,49,"AMA",1.3,-120.2229,38.11105
1146,88,"AMA",33,-120.16123,38.15063
1147,88,"AMA",24.5,-120.1946,38.13476
1148,88,"AMA",28.4,-120.17884,38.14157
1149,88,"AMA",29,-120.17586,38.14272
1150,88,"AMA",36.5,-120.15341,38.16333
1151,88,"AMA",36.5,-120.15341,38.16333
1152,88,"AMA",16,-120.22757,38.12191
1153,88,"AMA",21.2,-120.20598,38.13173
1154,88,"AMA",25.8,-120.18895,38.13535
1155,88,"AMA",33,-120.16123,38.15063
1156,88,"AMA",17.3,-120.22072,38.12243
1157,88,"AMA",21.3,-120.20604,38.13217
1158,49,"AMA",3.1,-120.23107,38.11483
1159,88,"AMA",24.1,-120.19638,38.13542
1160,88,"AMA",37.4,-120.14949,38.16571
1161,49,"AMA",0.1,-120.2191,38.10754
1162,49,"AMA",5,-120.2379,38.12107
1163,88,"AMA",14.4,-120.23449,38.11795
1164,88,"AMA",28.5,-120.17837,38.14181
1165,49,"AMA",3.6,-120.23311,38.11633
1166,49,"AMA",6.7,-120.24338,38.1261
1167,88,"AMA",15,-120.23206,38.11957
1168,88,"AMA",21,-120.20533,38.131
1169,88,"AMA",22.8,-120.20215,38.13772
1170,88,"AMA",16,-120.22757,38.12191
1171,88,"AMA",35,-120.15822,38.1581
1172,88,"AMA",26.4,-120.18689,38.1373
1173,88,"AMA",16,-120.22757,38.12191
1174,88,"AMA",16.8,-120.22346,38.12222
1175,88,"AMA",16.8,-120.22346,38.12222
1176,88,"AMA",20.5,-120.20634,38.12981
1177,88,"AMA",31.1,-120.16518,38.14505
1178,88,"AMA",15,-120.23206,38.11957
1179,88,"AMA",20,-120.2089,38.12923
1180,88,"AMA",23.1,-120.20046,38.13774
1181,88,"AMA",23.2,-120.19991,38.13763
1182,88,"AMA",23.2,-120.19991,38.13763
1183,88,"AMA",24,-120.19679,38.13571
1184,88,"AMA",33.6,-120.16018,38.15248
1185,88,"AMA",11.9,-120.25314,38.11974
1186,88,"AMA",17,-120.22236,38.12221
1187,49,"AMA",0.1,-120.2191,38.10754
1188,49,"AMA",1.5,-120.22402,38.11113
1189,88,"AMA",1.5,-120.30385,38.10107
1190,88,"AMA",15.9,-120.22811,38.12179
1191,49,"AMA",3.5,-120.2327,38.11603
1192,88,"AMA",20.5,-120.20634,38.12981
1193,88,"AMA",37.2,-120.15043,38.16525
1194,88,"AMA",17.4,-120.22019,38.12256
1195,88,"AMA",19,-120.21289,38.12636
1196,88,"AMA",29.5,-120.1735,38.1433
1197,88,"AMA",26.2,-120.18762,38.13669
